_id,correlation
4543900,"{'CNAE_PRINCIPAL': 4543900, 'CNAE_SECUNDARIA': 4541206, 'count': 2}"
3314710,"{'CNAE_PRINCIPAL': 3314710, 'CNAE_SECUNDARIA': '4665600,7820500', 'count': 1}"
8219999,"{'CNAE_PRINCIPAL': 8219999, 'count': 4}"
8219999,"{'CNAE_PRINCIPAL': 8219999, 'CNAE_SECUNDARIA': 9700500, 'count': 1}"
8219999,"{'CNAE_PRINCIPAL': 8219999, 'CNAE_SECUNDARIA': '5812302,5812301,5912099,5813100', 'count': 1}"
8219999,"{'CNAE_PRINCIPAL': 8219999, 'CNAE_SECUNDARIA': '5620102,8211300', 'count': 1}"
4612500,"{'CNAE_PRINCIPAL': 4612500, 'count': 1}"
4761002,"{'CNAE_PRINCIPAL': 4761002, 'count': 3}"
4330404,"{'CNAE_PRINCIPAL': 4330404, 'CNAE_SECUNDARIA': 4399103, 'count': 1}"
4330404,"{'CNAE_PRINCIPAL': 4330404, 'CNAE_SECUNDARIA': 1412602, 'count': 1}"
4330404,"{'CNAE_PRINCIPAL': 4330404, 'CNAE_SECUNDARIA': 8230001, 'count': 1}"
4330404,"{'CNAE_PRINCIPAL': 4330404, 'CNAE_SECUNDARIA': '8599699,8592999', 'count': 1}"
4330404,"{'CNAE_PRINCIPAL': 4330404, 'CNAE_SECUNDARIA': '4321500,4399103', 'count': 1}"
4330404,"{'CNAE_PRINCIPAL': 4330404, 'count': 5}"
4330404,"{'CNAE_PRINCIPAL': 4330404, 'CNAE_SECUNDARIA': '4330405,4322301,4321500,4399103', 'count': 1}"
9001904,"{'CNAE_PRINCIPAL': 9001904, 'CNAE_SECUNDARIA': '9001901,8230001,9329899', 'count': 1}"
6204000,"{'CNAE_PRINCIPAL': 6204000, 'count': 1}"
8599699,"{'CNAE_PRINCIPAL': 8599699, 'count': 7}"
8599699,"{'CNAE_PRINCIPAL': 8599699, 'CNAE_SECUNDARIA': '9001901,8230002', 'count': 1}"
8599699,"{'CNAE_PRINCIPAL': 8599699, 'CNAE_SECUNDARIA': '8599605,8230001,7911200,8599604,7319002,7990200', 'count': 1}"
8599699,"{'CNAE_PRINCIPAL': 8599699, 'CNAE_SECUNDARIA': 8599604, 'count': 1}"
8599699,"{'CNAE_PRINCIPAL': 8599699, 'CNAE_SECUNDARIA': 8599605, 'count': 1}"
8599699,"{'CNAE_PRINCIPAL': 8599699, 'CNAE_SECUNDARIA': '4541206,7911200,7319099', 'count': 1}"
8593700,"{'CNAE_PRINCIPAL': 8593700, 'CNAE_SECUNDARIA': '6311900,8541400,8550302,8599603,8599604', 'count': 1}"
4789001,"{'CNAE_PRINCIPAL': 4789001, 'CNAE_SECUNDARIA': '4781400,4772500', 'count': 1}"
4789001,"{'CNAE_PRINCIPAL': 4789001, 'CNAE_SECUNDARIA': '4755503,2399101,9602501,4781400,3212400,2330399', 'count': 1}"
4789001,"{'CNAE_PRINCIPAL': 4789001, 'CNAE_SECUNDARIA': '4755502,4772500', 'count': 1}"
4789001,"{'CNAE_PRINCIPAL': 4789001, 'count': 2}"
4789001,"{'CNAE_PRINCIPAL': 4789001, 'CNAE_SECUNDARIA': '4755502,4761003,4763601,4759899', 'count': 1}"
6810202,"{'CNAE_PRINCIPAL': 6810202, 'count': 1}"
8541400,"{'CNAE_PRINCIPAL': 8541400, 'CNAE_SECUNDARIA': '8550302,7410299', 'count': 1}"
9511800,"{'CNAE_PRINCIPAL': 9511800, 'count': 1}"
9511800,"{'CNAE_PRINCIPAL': 9511800, 'CNAE_SECUNDARIA': 4751201, 'count': 2}"
9511800,"{'CNAE_PRINCIPAL': 9511800, 'CNAE_SECUNDARIA': '4751201,5912099,6190699,6201502,6204000,6319400,7319003,7319004,7420001,7420004,7733100,8599603', 'count': 1}"
9511800,"{'CNAE_PRINCIPAL': 9511800, 'CNAE_SECUNDARIA': '9512600,3299099', 'count': 1}"
9511800,"{'CNAE_PRINCIPAL': 9511800, 'CNAE_SECUNDARIA': '8599603,4752100,8299707,4789007,4751202,4751201', 'count': 1}"
9511800,"{'CNAE_PRINCIPAL': 9511800, 'CNAE_SECUNDARIA': 6209100, 'count': 1}"
9511800,"{'CNAE_PRINCIPAL': 9511800, 'CNAE_SECUNDARIA': '4752100,6190699,4751201,4321500,4759899,9512600', 'count': 1}"
5611204,"{'CNAE_PRINCIPAL': 5611204, 'count': 5}"
5611204,"{'CNAE_PRINCIPAL': 5611204, 'CNAE_SECUNDARIA': '5620102,8592999', 'count': 1}"
5611204,"{'CNAE_PRINCIPAL': 5611204, 'CNAE_SECUNDARIA': '8230001,4723700,4789005,4772500', 'count': 1}"
5611204,"{'CNAE_PRINCIPAL': 5611204, 'CNAE_SECUNDARIA': 9329803, 'count': 1}"
5611204,"{'CNAE_PRINCIPAL': 5611204, 'CNAE_SECUNDARIA': '4723700,5611201,5510801', 'count': 1}"
5611204,"{'CNAE_PRINCIPAL': 5611204, 'CNAE_SECUNDARIA': '5620104,4755502,4723700', 'count': 1}"
7420004,"{'CNAE_PRINCIPAL': 7420004, 'CNAE_SECUNDARIA': '5811500,5912099,1813001,5912001,7319003,8230001,7420002,7420001', 'count': 1}"
9700500,"{'CNAE_PRINCIPAL': 9700500, 'count': 8}"
9700500,"{'CNAE_PRINCIPAL': 9700500, 'CNAE_SECUNDARIA': '5612100,9602501', 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': '4729699,4721102,5611201,5620102', 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': '4724500,5611201', 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': '4763601,5620104,4755502,4781400,4713002', 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': 4721104, 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': '4712100,5611201', 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': 5611201, 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': 5320202, 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': '5611204,5611201', 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': '5620104,5620102,5612100,4721103,4721102,4723700,4722901,5611204', 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'count': 7}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': 5611204, 'count': 1}"
5611203,"{'CNAE_PRINCIPAL': 5611203, 'CNAE_SECUNDARIA': 5620104, 'count': 2}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': 5620104, 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': '5620104,4721104,4723700,5611203', 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': 1052000, 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': 4724500, 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': '4763601,4755503,4781400,4789099,4772500', 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': '4712100,4723700', 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': 4721103, 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': '4724500,4723700,1094500', 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': '4789005,4772500', 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': '5620104,1091102', 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'CNAE_SECUNDARIA': 4781400, 'count': 1}"
5612100,"{'CNAE_PRINCIPAL': 5612100, 'count': 11}"
4322301,"{'CNAE_PRINCIPAL': 4322301, 'CNAE_SECUNDARIA': 4321500, 'count': 1}"
4322301,"{'CNAE_PRINCIPAL': 4322301, 'count': 1}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'CNAE_SECUNDARIA': 5620101, 'count': 1}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'CNAE_SECUNDARIA': '5611203,5620101', 'count': 1}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'CNAE_SECUNDARIA': '1096100,5620101,3299099,1340599', 'count': 1}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'count': 11}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'CNAE_SECUNDARIA': '5620102,5612100', 'count': 1}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'CNAE_SECUNDARIA': '4781400,9602501,5620101', 'count': 1}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'CNAE_SECUNDARIA': '5620102,4722901', 'count': 1}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'CNAE_SECUNDARIA': '4729699,3314701,3299099', 'count': 1}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'CNAE_SECUNDARIA': 5612100, 'count': 1}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'CNAE_SECUNDARIA': 1096100, 'count': 2}"
5620104,"{'CNAE_PRINCIPAL': 5620104, 'CNAE_SECUNDARIA': 1091102, 'count': 2}"
3600602,"{'CNAE_PRINCIPAL': 3600602, 'CNAE_SECUNDARIA': '4930201,4930202', 'count': 1}"
4721104,"{'CNAE_PRINCIPAL': 4721104, 'CNAE_SECUNDARIA': 4723700, 'count': 1}"
4721104,"{'CNAE_PRINCIPAL': 4721104, 'CNAE_SECUNDARIA': 4721102, 'count': 1}"
5223100,"{'CNAE_PRINCIPAL': 5223100, 'CNAE_SECUNDARIA': '5611203,4520005', 'count': 1}"
6911701,"{'CNAE_PRINCIPAL': 6911701, 'count': 2}"
4639701,"{'CNAE_PRINCIPAL': 4639701, 'count': 1}"
2599301,"{'CNAE_PRINCIPAL': 2599301, 'CNAE_SECUNDARIA': '4330405,4330404,4399103,1622699', 'count': 1}"
8591100,"{'CNAE_PRINCIPAL': 8591100, 'CNAE_SECUNDARIA': '7311400,7490104,7739003,8230001,9311500,9319101', 'count': 1}"
1091102,"{'CNAE_PRINCIPAL': 1091102, 'CNAE_SECUNDARIA': '1096100,5620104,9329899,5620102,4721102,1093701,4729699', 'count': 1}"
1091102,"{'CNAE_PRINCIPAL': 1091102, 'CNAE_SECUNDARIA': '5611203,4721102', 'count': 1}"
1091102,"{'CNAE_PRINCIPAL': 1091102, 'count': 3}"
1091102,"{'CNAE_PRINCIPAL': 1091102, 'CNAE_SECUNDARIA': 5620104, 'count': 1}"
1091102,"{'CNAE_PRINCIPAL': 1091102, 'CNAE_SECUNDARIA': 9602501, 'count': 1}"
8712300,"{'CNAE_PRINCIPAL': 8712300, 'count': 5}"
4619200,"{'CNAE_PRINCIPAL': 4619200, 'count': 2}"
4652400,"{'CNAE_PRINCIPAL': 4652400, 'CNAE_SECUNDARIA': '4669999,4679604,4649401,4649406,4759899,4752100,4751201,4789007,4754703,4757100,4753900,9521500,6110801,8020001,4321500,4322302', 'count': 1}"
4652400,"{'CNAE_PRINCIPAL': 4652400, 'CNAE_SECUNDARIA': '4752100,4757100', 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': '5620104,4781400,4723700,5611203,5611204,4772500', 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': '4755503,4789001,4781400,4785799,4772500', 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': 2542000, 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'count': 30}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': '1096100,4772500', 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': '4789001,4781400', 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': '9602502,4772500', 'count': 4}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': '4789001,4781400,4772500', 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': '4781400,4772500,9602502', 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': '8599604,4772500,9602502', 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': 5620104, 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': '4781400,4772500', 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': 4781400, 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': 4772500, 'count': 4}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': '5612100,6920601,4789001,9602502,4729699', 'count': 1}"
9602501,"{'CNAE_PRINCIPAL': 9602501, 'CNAE_SECUNDARIA': 9602502, 'count': 3}"
9529105,"{'CNAE_PRINCIPAL': 9529105, 'CNAE_SECUNDARIA': '3101200,3102100', 'count': 1}"
5590603,"{'CNAE_PRINCIPAL': 5590603, 'count': 1}"
4530703,"{'CNAE_PRINCIPAL': 4530703, 'count': 3}"
4530703,"{'CNAE_PRINCIPAL': 4530703, 'CNAE_SECUNDARIA': '4520001,4530705,4732600,4753900', 'count': 1}"
4530703,"{'CNAE_PRINCIPAL': 4530703, 'CNAE_SECUNDARIA': '4530705,4789099', 'count': 1}"
4530703,"{'CNAE_PRINCIPAL': 4530703, 'CNAE_SECUNDARIA': 4759899, 'count': 1}"
8121400,"{'CNAE_PRINCIPAL': 8121400, 'CNAE_SECUNDARIA': '7020400,8111700,8299799,9609299', 'count': 1}"
8121400,"{'CNAE_PRINCIPAL': 8121400, 'count': 1}"
6190699,"{'CNAE_PRINCIPAL': 6190699, 'count': 1}"
2221800,"{'CNAE_PRINCIPAL': 2221800, 'CNAE_SECUNDARIA': 4930202, 'count': 1}"
6462000,"{'CNAE_PRINCIPAL': 6462000, 'CNAE_SECUNDARIA': '6810202,6810201', 'count': 1}"
6462000,"{'CNAE_PRINCIPAL': 6462000, 'count': 4}"
8422100,"{'CNAE_PRINCIPAL': 8422100, 'CNAE_SECUNDARIA': 8411600, 'count': 1}"
5811500,"{'CNAE_PRINCIPAL': 5811500, 'count': 1}"
4541206,"{'CNAE_PRINCIPAL': 4541206, 'count': 2}"
7912100,"{'CNAE_PRINCIPAL': 7912100, 'count': 1}"
4110700,"{'CNAE_PRINCIPAL': 4110700, 'count': 2}"
4110700,"{'CNAE_PRINCIPAL': 4110700, 'CNAE_SECUNDARIA': '4120400,6810201', 'count': 2}"
4322302,"{'CNAE_PRINCIPAL': 4322302, 'count': 2}"
4322302,"{'CNAE_PRINCIPAL': 4322302, 'CNAE_SECUNDARIA': '7739099,3314706,4742300,9521500,3314707,4753900,4757100,4321500,3321000', 'count': 1}"
8211300,"{'CNAE_PRINCIPAL': 8211300, 'CNAE_SECUNDARIA': '5612100,9511800,4772500', 'count': 1}"
8211300,"{'CNAE_PRINCIPAL': 8211300, 'CNAE_SECUNDARIA': 4781400, 'count': 1}"
8211300,"{'CNAE_PRINCIPAL': 8211300, 'count': 2}"
8211300,"{'CNAE_PRINCIPAL': 8211300, 'CNAE_SECUNDARIA': 8219999, 'count': 1}"
4789099,"{'CNAE_PRINCIPAL': 4789099, 'count': 5}"
4789099,"{'CNAE_PRINCIPAL': 4789099, 'CNAE_SECUNDARIA': '3314713,7120100,8599604,3314799', 'count': 1}"
4789099,"{'CNAE_PRINCIPAL': 4789099, 'CNAE_SECUNDARIA': '4789003,4752100,4751201,4771701,4753900,4772500,4789005', 'count': 1}"
4789099,"{'CNAE_PRINCIPAL': 4789099, 'CNAE_SECUNDARIA': '5620104,1093701,1091102', 'count': 1}"
7319099,"{'CNAE_PRINCIPAL': 7319099, 'CNAE_SECUNDARIA': 9609299, 'count': 1}"
7319099,"{'CNAE_PRINCIPAL': 7319099, 'count': 1}"
4744002,"{'CNAE_PRINCIPAL': 4744002, 'CNAE_SECUNDARIA': '4330402,4754701,4759899,4785799,4789003', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': 4763601, 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4782201,4782202', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': 4789001, 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4782201,4789001,4713004,4713002', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '1091102,3299099', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4755503,4772500', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '3212400,4782201,4772500', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': 4772500, 'count': 5}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4789001,4782201,4772500', 'count': 2}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': 4763602, 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4783102,4783101,4789001,4789003,4789099,4774100,4782201,4772500', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': 1340599, 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4755503,4754702,4763602,4782201,4789099,4789001,4755501', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4755501,4755502,4755503,4782201,4782202,4789001,4789099', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '1412602,3212400,1340599', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4755502,4759801,4763602', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4330405,5620104,1539400,1031700,4789099,1531902,4729699,4772500', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4772500,4782201', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4755501,4789001,4755502,4763602,4755503,4763601,4772500,4782201', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4783102,4783101,4782201', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4789001,1340599', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4763601,4755503,4755502,4789001,4789099,4782201,4772500', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4763601,4789001,4782201', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'count': 28}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': 4755502, 'count': 2}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': 3212400, 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4755503,4783101,4782202', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4755503,4755502,4789099,4782201,4772500', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4782202,4782201,4772500,4789001', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': 4782201, 'count': 2}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4789099,4772500', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': 4755503, 'count': 2}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4782201,4789001', 'count': 1}"
4781400,"{'CNAE_PRINCIPAL': 4781400, 'CNAE_SECUNDARIA': '4782202,4789001,4763601', 'count': 1}"
4520001,"{'CNAE_PRINCIPAL': 4520001, 'count': 2}"
4520001,"{'CNAE_PRINCIPAL': 4520001, 'CNAE_SECUNDARIA': '4754701,4744002,4744001', 'count': 1}"
4520001,"{'CNAE_PRINCIPAL': 4520001, 'CNAE_SECUNDARIA': 4732600, 'count': 1}"
4520001,"{'CNAE_PRINCIPAL': 4520001, 'CNAE_SECUNDARIA': '4330404,4330402,4321500,4399103', 'count': 1}"
4520001,"{'CNAE_PRINCIPAL': 4520001, 'CNAE_SECUNDARIA': '4530704,4732600,4530703,4520004,4520003,4520006,5229002,4772500', 'count': 1}"
4520001,"{'CNAE_PRINCIPAL': 4520001, 'CNAE_SECUNDARIA': '4530703,7739099,7719599,7711000', 'count': 1}"
4520001,"{'CNAE_PRINCIPAL': 4520001, 'CNAE_SECUNDARIA': '8599605,4530703,8599604,4530704,4757100', 'count': 1}"
4520001,"{'CNAE_PRINCIPAL': 4520001, 'CNAE_SECUNDARIA': '3314712,3314701', 'count': 1}"
4520001,"{'CNAE_PRINCIPAL': 4520001, 'CNAE_SECUNDARIA': '4530704,5229002', 'count': 1}"
4520001,"{'CNAE_PRINCIPAL': 4520001, 'CNAE_SECUNDARIA': 4520003, 'count': 1}"
4646001,"{'CNAE_PRINCIPAL': 4646001, 'CNAE_SECUNDARIA': '4772500,4646002,4684299,2063100', 'count': 1}"
3313901,"{'CNAE_PRINCIPAL': 3313901, 'count': 1}"
7319003,"{'CNAE_PRINCIPAL': 7319003, 'count': 4}"
7319003,"{'CNAE_PRINCIPAL': 7319003, 'CNAE_SECUNDARIA': '5620104,8230001,7420001,5812302,8599699,5812301,5912099,1091102', 'count': 1}"
7319003,"{'CNAE_PRINCIPAL': 7319003, 'CNAE_SECUNDARIA': '5612100,4789001,9700500,9602502', 'count': 1}"
7319003,"{'CNAE_PRINCIPAL': 7319003, 'CNAE_SECUNDARIA': 7420001, 'count': 1}"
4729601,"{'CNAE_PRINCIPAL': 4729601, 'CNAE_SECUNDARIA': 4723700, 'count': 1}"
6463800,"{'CNAE_PRINCIPAL': 6463800, 'count': 3}"
6463800,"{'CNAE_PRINCIPAL': 6463800, 'CNAE_SECUNDARIA': '6630400,6822600', 'count': 1}"
6463800,"{'CNAE_PRINCIPAL': 6463800, 'CNAE_SECUNDARIA': '6462000,7020400', 'count': 1}"
3811400,"{'CNAE_PRINCIPAL': 3811400, 'CNAE_SECUNDARIA': '3832700,3831901,3831999,4744001,3839499', 'count': 1}"
3811400,"{'CNAE_PRINCIPAL': 3811400, 'count': 2}"
3811400,"{'CNAE_PRINCIPAL': 3811400, 'CNAE_SECUNDARIA': 5612100, 'count': 1}"
4773300,"{'CNAE_PRINCIPAL': 4773300, 'CNAE_SECUNDARIA': '4729699,4772500,7729203', 'count': 1}"
4773300,"{'CNAE_PRINCIPAL': 4773300, 'count': 1}"
1411802,"{'CNAE_PRINCIPAL': 1411802, 'CNAE_SECUNDARIA': '4781400,1412603', 'count': 1}"
6920602,"{'CNAE_PRINCIPAL': 6920602, 'CNAE_SECUNDARIA': 7020400, 'count': 1}"
8230002,"{'CNAE_PRINCIPAL': 8230002, 'CNAE_SECUNDARIA': 4781400, 'count': 1}"
8230002,"{'CNAE_PRINCIPAL': 8230002, 'CNAE_SECUNDARIA': 7911200, 'count': 1}"
8230002,"{'CNAE_PRINCIPAL': 8230002, 'count': 1}"
132600,"{'CNAE_PRINCIPAL': 132600, 'CNAE_SECUNDARIA': '0133402,0133499,0161001,0161003,0161099,0230600,4120400,4211101,4212000,4213800,4299599,4311802,4313400,4319300,7731400', 'count': 1}"
4789003,"{'CNAE_PRINCIPAL': 4789003, 'count': 1}"
4330405,"{'CNAE_PRINCIPAL': 4330405, 'count': 1}"
4751201,"{'CNAE_PRINCIPAL': 4751201, 'CNAE_SECUNDARIA': '4752100,8299707', 'count': 1}"
4751201,"{'CNAE_PRINCIPAL': 4751201, 'CNAE_SECUNDARIA': '9511800,8599699,5912099,8219999,3240099', 'count': 1}"
4751201,"{'CNAE_PRINCIPAL': 4751201, 'CNAE_SECUNDARIA': 9511800, 'count': 1}"
4751201,"{'CNAE_PRINCIPAL': 4751201, 'count': 2}"
4751201,"{'CNAE_PRINCIPAL': 4751201, 'CNAE_SECUNDARIA': '8599603,8599604,9511800', 'count': 1}"
4751201,"{'CNAE_PRINCIPAL': 4751201, 'CNAE_SECUNDARIA': '9511800,4752100,4757100,4723700,4321500,4759899', 'count': 1}"
4751201,"{'CNAE_PRINCIPAL': 4751201, 'CNAE_SECUNDARIA': '6203100,9511800,6311900,7490104,6204000,6209100,6202300,6201501,6319400,7733100', 'count': 1}"
